mechanism,rate,condition,horizon,n_districts,zero_MAE,aware_MAE,delta_zero_minus_aware,share_districts_aware_better
value_dependent,0.8,Bloody_diarrhoea,2,37,14.337841394025606,13.724463015647228,0.6133783783783783,0.7567567567567568
value_dependent,0.8,Bloody_diarrhoea,4,37,15.040071123755334,14.05020625889047,0.9898648648648649,0.8648648648648649
value_dependent,0.8,ILI,1,37,36.50363798008535,34.72640825035562,1.7772297297297295,0.6216216216216216
value_dependent,0.8,ILI,2,37,42.46924608819346,38.86607041251778,3.6031756756756756,0.5675675675675675
value_dependent,0.8,ILI,4,37,45.383165007112375,40.23627311522048,5.146891891891892,0.6486486486486487
value_dependent,0.8,Malaria,1,37,31.318986486486487,29.698716216216216,1.6202702702702703,0.8108108108108109
value_dependent,0.8,Malaria,2,37,37.73777027027027,34.39425675675676,3.3435135135135132,0.8108108108108109
value_dependent,0.8,Malaria,4,37,41.255945945945946,37.10047297297297,4.155472972972974,0.7837837837837838
value_dependent,0.8,Typhoid,1,37,6.690878378378378,6.470675675675675,0.22020270270270254,0.5945945945945946
value_dependent,0.8,Typhoid,2,37,7.134932432432433,6.709527027027027,0.42540540540540545,0.5945945945945946
value_dependent,0.8,Typhoid,4,37,7.6515540540540545,6.903918918918919,0.7476351351351351,0.7027027027027027
